-2.8143,29.792,15.339
-38.906,-66.711,50.611
-44.055,28.655,-15.049
-32.921,44.158,20.737
-25.323,-53.921,54.378
-2.074,-74.485,41.88
-30.118,-74.093,-14.238
-54.698,-24.634,-9.7287
-30.379,21.192,-9.5152
-13.371,15.976,-22.081
-4.6929,21.434,-10.711
-23.986,55.813,0.029205
-40.951,52.337,14.667
-37.973,3.8759,41.652
-65.076,-9.9087,18.166
-45.457,-55.341,43.472
-27.648,-43.793,64.774
-18.022,-8.371,65.96
-9.3677,38.32,21.765
-2.7781,-37.2,34.353
-19.297,-80.218,47.03
-10.92,-100.91,-6.9628
-48.892,-51.961,14.861
-41.247,-11.376,-39.995
-14.679,-43.086,-4.7738
-0.7032,2.3995,-2.3612
-39.266,-6.8527,4.1214
-53.054,3.7879,-21.284
-52.003,-23.101,3.6665
-65.765,-28.765,2.7211
-39.285,31.486,3.6339
-35.321,41.662,-10.705
-41.044,-2.319,-15.83
-41.873,6.26,-22.726
-36.121,8.555,-26.995
-22.452,40.225,-15.373
-34.548,5.7983,-22.166
-29.001,-7.6772,-16.227
-2.8262,49.051,-22.081
-0.74377,27.951,12.053
-3.9364,33.63,-19.291
-14.614,-12.481,-11.149
-7.6922,43.807,9.1136
-10.137,61.814,-13.523
-12.617,67.626,7.8956
-16.163,61.71,19.115
-23.912,46.806,18.96
-36.847,56.609,-8.3075
-45.593,40.66,2.9463
-47.581,22.623,9.0572
-39.41,22.466,42.721
-59.064,9.0426,12.404
-51.266,8.4783,27.043
-40.165,-18.61,44.714
-57.07,-31.457,41.477
-64.549,-28.606,31.7
-53.276,-37.687,28.387
-45.433,-26.11,45.749
-50.278,-52.202,31.606
-40.003,-56.147,43.415
-37.057,-71.397,47.089
-36.555,-35.451,48.889
-23.662,-61.793,41.835
-33.462,-43.186,61.08
-13.047,-54.11,69.902
-30.05,22.017,52.109
-38.236,-19.462,45.01
-30.805,1.1491,58.11
-11.209,-2.0254,73.629
-14.857,44.372,46.473
-8.8547,5.5118,59.995
-5.8094,21.521,45.266
-7.9556,35.592,18.617
-0.69534,-0.87042,30.436
-15.63,-30.711,42.185
-3.11,-32.42,44.804
-6.0195,-53.704,22.625
-13.258,-65.173,33.436
-9.4887,-56.455,61.633
-10.06,-81.743,38.646
-19.076,-60.18,19.478
-6.1463,-87.98,36.061
-6.13,-88.189,4.449
-4.5829,-96.263,-9.1567
-35.915,-90.552,-11.911
-32.513,-87.948,16.514
-32.64,-83.079,6.5294
-41.034,-64.641,22.485
-54.376,-39.274,-26.049
-38.154,-80.689,-15.253
-51.268,-60.55,-14.339
-59.643,-50.186,2.2564
-52.214,-28.335,-28.646
-30.632,-36.711,-12.847
-31.802,-40.636,-14.328
-26.374,-81.202,-12.936
-22.666,-45.841,-7.7569
-12.556,-74.15,7.8822
-24.52,-59.35,-9.0179
-22.026,-27.899,-6.2303
-0.73864,19.708,6.37
-0.73129,-10.254,-9.4428
-2.5337,-42.219,21.888
-37.335,-0.5511,13.471
-40.26,-10.207,-9.6512
-38.851,-4.293,6.9352
-36.142,-24.819,10.093
-57.842,6.4494,-12.027
-55.089,-3.7923,-32.803
-55.323,1.2655,-16.382
-57.868,-13.734,-14.178
-40.022,-21.998,7.494
-48.459,-6.5907,-7.6131
-57.53,-16.071,2.4454
-64.85,-16.888,-2.139
-50.328,-33.187,10.589
-58.159,-30.43,-0.021743
-64.565,-34.921,5.8299
-60.546,-47.305,11.721
-36.166,13.074,10.26
-34.753,31.697,4.9998
-31.219,20.069,8.9032
-39.45,-7.3571,-8.6662
-41.76,25.862,-7.3005
-30.129,37.17,-8.2094
-37.078,31.145,-14.97
-33.443,16.021,-11.441
-45.149,-1.7443,-17.514
-29.861,25.573,-5.9054
-31.083,19.82,-6.9336
-38.779,6.0789,-15.768
-45.724,8.3863,-20.039
-53.153,7.5232,-21.002
-51.07,5.6964,-23.604
-48.114,-2.4695,-34.627
-36.242,18.782,-39.371
-36.367,3.3447,-45.81
-27.675,3.2691,-45.017
-32.107,19.683,-18.629
-23.658,36.558,-11.695
-27.157,23.727,-21.98
-17.059,28.045,-24.805
-24.735,6.7313,-33.625
-37.115,5.9239,-20.134
-31.148,5.2438,-25.445
-23.889,7.412,-16.103
-23.012,-6.371,-26.855
-24.549,2.9475,-13.928
-35.927,-9.0512,-22.822
-37.448,-19.739,-14
-18.433,43.823,-18.34
-3.1366,49.641,-20.449
-9.285,41.071,-25.574
-12.757,19.938,-24.947
-8.034,34.403,-10.232
-1.4484,34.554,8.33
-5.0233,29.753,-4.7174
-2.2576,11.477,-3.3576
-9.4427,16.812,-21.565
-3.5976,29.188,-18.889
-2.9723,23.783,-18.429
-2.6244,7.1808,-6.8655
-7.1618,7.3764,-13.186
-20.254,-4.0502,-12.505
-26.006,-14.013,-11.085
-3.3271,36.724,13.619
-11.154,44.379,-1.1254
-7.1632,45.755,10.93
-11.591,47.493,11.837
-4.0875,55.583,-19.082
-19.905,48.805,-14.691
-9.1472,60.977,-16.384
-21.997,60.033,-8.2002
-8.1675,53.086,10.271
-9.9334,50.866,-8.0531
-8.9689,57.607,5.0548
-18.446,65.636,6.5517
-7.9992,61.16,30.252
-24.411,60.968,17.544
-15.075,59.595,22.997
-20.45,52.852,29.928
-27.902,46.868,29.072
-25.322,50.031,13.201
-28.86,47.604,19.221
-44.124,41.611,26.275
-32.529,56.713,0.95755
-33.759,48.379,-11.469
-37.434,47.978,-11.657
-50.834,34.849,-8.1279
-43.737,39.691,6.7232
-42.657,40.675,4.0674
-46.831,40.943,2.0335
-41.904,28.93,16.401
-53.942,34.286,2.2801
-52.874,32.931,9.3374
-44.525,22.052,7.8355
-30.476,42.269,35.441
-44.425,34.364,28.885
-35.87,34.558,33.261
-35.265,28.642,49.644
-44.569,23.547,21.708
-54.639,15.164,5.2832
-47.748,10.24,12.307
-50.868,7.2103,15.796
-40.577,17.964,42.886
-44.358,24.681,29.018
-36.967,7.5777,29.243
-53.258,9.5112,29.09
-51.645,-3.4275,51.475
-50.007,-7.3795,27.187
-47.602,-8.3056,32.971
-44.787,-16.727,48.947
-52.467,-24.024,43.847
-59.947,-14.239,32.318
-53.419,-24.243,37.754
-60.978,4.5487,20.979
-54.92,8.2443,1.345
-56.134,-4.5175,8.0653
-46.139,-15.573,16.642
-62.584,-23.556,29.951
-60.849,-4.4328,22.607
-56.585,-22.3,25.848
-48.898,-20.035,15.526
-54.698,-43.152,29.552
-44.166,-38.742,22.131
-54.669,-43.696,26.738
-61.204,-49.955,13.857
-48.841,-24.512,53.382
-46.918,-36.269,42.773
-40.201,-36.983,42.752
-36.178,-44.172,43.037
-50.493,-52.179,33.672
-50.499,-56.952,19.876
-47.971,-58.908,24.92
-38.138,-64.745,31.751
-38.086,-57.588,47.229
-52.531,-57.884,37.708
-39.015,-69.109,46.611
-28.026,-53.974,43.662
-36.191,-73.034,47.006
-25.708,-67.636,42.786
-25.13,-64.31,35.874
-45.547,-16.617,58.181
-35.403,-37.317,52.075
-40.559,-28.037,68.603
-35.246,-32.156,71.1
-30.632,-60.548,50.839
-22.599,-64.921,34.824
-26.48,-63.831,51.594
-14.498,-67.649,52.759
-25.9,-38.562,60.113
-30.859,-50.526,52.825
-32.4,-45.373,66.092
-17.242,-52.838,62.937
-14.144,-32.917,69.736
-12.287,-53.517,71.707
-5.1374,-37.17,75.278
-3.8073,-26.192,64.528
-19.453,35.555,36.024
-28.381,16.223,48.642
-20.685,25.203,47.117
-15.015,30.731,56.376
-32.971,-2.4746,52.889
-38.387,-24.02,49.939
-34.812,-23.923,51.404
-15.773,23.323,62.556
-25.688,11.645,50.707
-21.932,5.0582,62.599
-18.467,-10.605,62.179
-16.854,10.287,67.927
-21.227,-15.105,73.362
-17.571,-0.53402,72.75
-3.8777,-19.384,72.94
-19.262,47.842,35.447
-10.157,39.903,51.395
-13.523,47.719,42.141
-4.6657,51.623,35.047
-4.2362,20.598,59.321
-3.4829,-3.7442,57.865
-6.5512,2.0452,54.12
-10.595,5.2115,46.5
-7.5373,36.973,36.067
-4.3908,22.506,52.935
-7.7738,18.727,50.415
-9.0338,44.763,28.265
-9.7258,25.105,33.846
-11.444,36.106,21.822
-8.6948,29.923,24.322
-3.1944,23.217,23.526
-8.3137,10.488,37.821
-3.6211,14.623,27.98
-3.1071,-6.8085,32.835
-10.034,-10.315,50.713
-6.5728,-23.809,58.587
-9.3593,-15.006,47.813
-16.393,-35.451,43.383
-3.7878,-15.309,32.225
-7.1756,-3.8573,44.241
-4.6893,-19.609,42.257
-3.7862,-30.582,45.166
-4.1738,-36.73,27.269
-10.856,-45.252,34.805
-4.3262,-51.523,27.756
-2.071,-58.162,17.283
-14.196,-62.58,23.473
-5.7433,-60.331,35.59
-1.7813,-66.387,32.57
-13.825,-71.507,34.516
-8.7702,-46.611,55.356
-3.8843,-40.681,63.263
-2.9368,-49.383,59.12
-14.37,-69.25,36.727
-6.5013,-53.376,41.394
-3.0724,-69.593,47.463
-2.8479,-60.654,52.938
-12.969,-73.726,44.917
-8.495,-63.747,62.445
-11.352,-76.227,50.503
-23.169,-76.773,39.241
-19.266,-61.593,17.432
-7.6377,-73.169,24.675
-13.796,-66.863,18.395
-8.5862,-72.411,12.04
-7.0178,-87.341,37.288
-24.735,-80.996,30.59
-18.418,-85.492,25.481
-18.861,-97.941,19.569
-7.6164,-91.52,2.0177
-5.7282,-90.219,21.435
-9.7987,-91.572,16.66
-19.769,-96.494,11.662
-9.6561,-92.742,-13.97
-25.994,-100.01,-5.7418
-13.689,-91.727,-10.642
-27.817,-86.524,-16.074
-30.128,-98.341,-3.8654
-41.864,-86.645,-7.7367
-44.438,-82.814,-6.5999
-25.277,-93.69,12.627
-26.235,-77.395,20.742
-31.375,-86.34,23.685
-31.272,-84.531,31.264
-39.717,-84.145,8.8334
-25.005,-89.993,7.885
-35.117,-79.873,9.1563
-45.962,-74.18,27.207
-44.963,-67.453,9.6793
-41.451,-65.633,23.361
-40.948,-55.092,15.878
-50.084,-52.303,15.2
-58.835,-16.453,-22.197
-60.895,-36.71,-21.553
-61.215,-31.243,-20.569
-58.068,-28.145,-8.4496
-44.553,-62.346,-9.9397
-39.025,-83.715,-15.223
-42.996,-79.712,-10.904
-58.349,-30.288,-7.5796
-57.711,-43.825,-18.176
-63.044,-47.765,-8.5546
-55.598,-60.741,-3.7601
-61.188,-39.399,-0.3155
-49.289,-67.685,3.2219
-61.025,-51.087,2.2437
-52.27,-47.825,11.078
-55.257,-13.526,-35.536
-40.966,-12.841,-29.372
-44.814,-21.236,-24.089
-47.513,-39.698,-19.692
-27.463,-28.245,-22.985
-29.553,-31.466,-11.6
-21.158,-28.62,-10.884
-28.07,-49.019,-7.0491
-30.819,-48.666,-18.063
-26.972,-46.103,-17.504
-26.974,-47.82,-13.137
-38.35,-49.632,-21.476
-31.148,-55.052,-8.4112
-31.877,-60.242,-16.044
-26.323,-76.475,-10.014
-28.75,-35.617,-3.1987
-10.295,-42.015,0.18255
-23.53,-39.268,-2.1126
-21.31,-48.593,-8.3722
-19.53,-54.414,5.13
-12.697,-57.497,16.951
-19.655,-61.351,6.8497
-8.0505,-71.153,8.4125
-20.821,-53.943,-7.1913
-17.796,-48.511,-2.4127
-7.5708,-60.732,-0.31562
-1.3782,-72.364,5.2267
-22.867,-73.379,-4.1527
-21.811,-76.173,-4.7498
-19.997,-82.618,-13.458
-25.54,-22.041,-10.363
-2.8719,-3.8925,-10.565
-18.864,-18.329,-8.0629
-10.857,-31.624,-0.072498
-0.73781,6.4434,4.1037
-0.72369,19.369,11.625
-0.73365,6.5239,6.8343
-0.72366,-8.5518,18.784
-3.0234,-37.37,5.7173
-0.73083,-12.31,-1.1424
-0.72903,-14.624,2.9072
-0.72241,-19.213,20.811
-0.74025,-36.214,12.457
-4.4307,-52.162,8.5071
-3.9682,-50.856,15.086
5.4243,29.791,15.393
41.003,-65.158,49.371
43.044,32.19,-16.277
34.737,46.284,22.157
28.25,-52.607,57.041
3.7789,-71.762,42.041
29.278,-73.723,-12.031
56.303,-23.183,-10.008
31.163,22.116,-9.3754
13.533,19.982,-18.369
4.3592,22.816,-10.772
23.412,56.258,0.77076
40.098,50.377,13.415
44.703,9.292,42.174
66.439,-11.073,22.364
48.359,-52.682,45.63
26.218,-43.051,64.512
19.437,-8.0364,66.598
13.252,36.788,21.265
2.4813,-35.878,32.642
20.17,-76.064,47.504
15.959,-95.607,-2.3372
51.122,-51.347,13.364
40.093,-6.9924,-39.877
16.471,-40.306,-5.1312
0.71813,4.4274,-1.9784
40.323,-10.12,4.0836
50.294,4.9054,-23.179
62.375,-20.172,8.2953
57.086,-27.82,0.60755
41.07,31.167,2.7569
35.557,44.051,-11.205
41.108,-0.0020737,-15.585
41.771,8.2442,-23.317
35.947,9.406,-28.54
21.332,41.174,-14.776
33.794,6.8629,-24.101
28.639,-6.8805,-16.835
2.5691,50.88,-22.275
0.85937,29.462,13.258
3.2953,34.96,-20.818
15.05,-11.305,-12.756
12.462,42.147,9.2007
10.199,63.526,-12.923
12.902,65.792,7.6185
15.413,59.676,16.223
26.937,50.384,18.612
36.661,59.695,-7.7823
46.07,40.787,4.3382
48.014,22.519,8.1256
39.184,19.58,43.629
62.631,8.0308,13.06
54.851,9.294,26.99
41.3,-16.645,47.52
55.401,-31.103,47.657
62.806,-27.499,41.381
62.76,-33.973,32.662
44.63,-25.869,45.914
58.235,-50.526,32.889
42.099,-53.45,50.63
38.852,-71.744,48.033
34.057,-33.673,49.163
24.73,-60.504,43.657
30.833,-41.433,61.27
11.12,-51.338,69.95
32.357,23.595,53.93
40.108,-18.663,47.322
31.419,0.64436,57.852
11.196,-1.2934,73.762
14.191,43.115,44.614
7.2215,5.9787,58.019
5.1483,20.823,43.258
5.1413,34.949,17.484
0.82783,0.60816,30.173
15.996,-29.019,41.982
3.8902,-31.496,42.617
5.7404,-52.85,21.562
16.016,-62.339,34.214
9.0977,-55.49,63.678
11.403,-78.67,40.358
21.863,-58.098,19.832
6.4637,-84.729,38.051
10.919,-84.091,8.6349
5.0193,-93.975,-5.8388
35.341,-88.329,-10.823
32.211,-83.998,17.544
32.023,-82.286,5.4672
45.346,-65.397,21.294
55.568,-36.881,-26.337
36.57,-80.112,-14.82
51.122,-59.274,-15.143
63.667,-51.319,1.9545
52.681,-25.094,-29.68
32.011,-34.999,-13.619
32.299,-39.442,-14.169
25.055,-81.542,-13.576
23.302,-44.238,-10.27
14.044,-69.761,10.067
24.847,-58.953,-7.2671
24.111,-25.832,-6.9323
0.75188,21.907,7.577
0.70371,-8.6733,-10.048
2.4598,-41.652,21.418
36.967,-4.2703,13.958
41.527,-11.435,-10.431
38.501,-6.8476,6.4503
43.028,-24.386,12.21
57.367,7.4411,-14.486
54.67,-1.5371,-32.743
53.34,2.2955,-18.528
57.345,-12.542,-16.012
46.615,-20.596,9.1069
51.047,-3.992,-6.1792
65.396,-12.044,4.482
60.596,-16.921,-4.5626
63.199,-27.933,12.588
49.437,-29.337,0.46096
55.097,-34.047,4.4321
52.099,-41.712,15.089
36.743,12.28,10.921
36.673,31.495,4.7382
32.621,19.236,8.4499
39.751,-8.215,-9.9106
43.132,26.746,-8.7768
30.288,39.031,-7.7555
36.49,33.874,-15.112
34.236,17.25,-11.977
44.479,-0.47735,-17.965
31.334,25.733,-4.8173
32.346,20.805,-6.4331
38.832,7.6931,-17.085
45.364,9.4958,-20.617
50.942,8.1836,-23.178
49.801,7.4219,-25.706
47.254,-0.84286,-34.304
35.461,20.849,-40.19
34.421,5.0658,-45.323
24.721,5.1874,-47.011
30.613,20.941,-17.37
24.699,37.418,-12.143
26.399,25.1,-22.265
16.012,29.319,-23.72
23.681,7.8412,-34.198
36.122,7.5855,-21.821
30.485,6.2359,-25.957
23.376,8.1381,-16.041
25.746,-6.0482,-27.875
24.168,3.8633,-13.989
36.976,-7.6426,-23.471
37.807,-18.04,-15.175
17.773,45.192,-17.501
3.1201,51.334,-20.576
10.644,43.156,-22.878
12.839,23.79,-20.118
6.9126,34.943,-10.539
4.3686,34.553,8.625
2.9109,31.58,-5.2583
2.4403,13.601,-2.8582
9.3408,20.35,-19.309
3.1121,30.456,-20.731
2.8448,24.902,-20.684
2.7815,9.4231,-6.258
6.5761,9.1365,-13.389
20.841,-3.3678,-12.385
26.559,-12.446,-11.284
7.0955,34.831,12.43
12.646,44.111,-1.9219
14.343,42.906,10.652
13.062,47.811,10.79
4.8959,56.984,-18.805
19.319,49.504,-14.837
9.6286,62.991,-15.97
20.797,58.435,-7.9195
5.5913,53.437,9.5599
9.1019,51.057,-8.5464
11.19,57.721,4.6276
18.493,64.994,6.4746
8.5114,61.467,30.921
22.742,62.689,16.852
15.398,60.072,21.648
22.951,54.553,31.399
25.227,44.825,25.868
28.124,53.57,14.057
31.077,50.117,19.755
43.902,41.26,26.083
30.626,54.987,1.1518
34.187,51.054,-11.723
38.43,51.106,-12.67
51.923,37.524,-8.4818
44.734,39.045,6.9309
43.271,41.041,5.1875
46.898,40.94,3.3895
43.947,31.315,17.246
54.124,33.508,1.3505
54.103,32.685,8.5973
45.376,22.187,6.5134
29.092,35.586,30.992
46.515,34.25,28.956
36.958,34.055,33.219
38.041,27.782,48.135
45.215,23.872,21.407
53.543,14.521,3.932
49.457,9.9293,12.027
54.917,9.4318,15.152
35.808,15.497,43.528
44.705,23.975,29.703
38.828,6.5975,27.917
57.547,9.8753,29.09
51.703,-3.5278,50.658
49.583,-7.3047,27.903
45.298,-7.8803,32.259
45.134,-14.085,52.219
50.477,-20.261,44.025
59.569,-12.235,33.707
50.742,-22.001,38.476
61.555,1.8016,20.389
57.798,6.3431,2.1449
59.638,-8.1888,9.5087
46.951,-19.66,17.013
63.105,-22.762,38.512
61.744,-3.2563,24.23
61.723,-19.477,29.317
50.796,-23.491,17.086
64.761,-39.702,28.203
59.148,-33.901,22.691
64.42,-39.121,25.353
53.599,-43.412,16.659
48.414,-25.126,53.663
45.921,-35.539,46.379
40.341,-38.044,46.243
35.417,-44.056,45.6
58.208,-50.809,34.834
52.118,-53.699,18.43
48.291,-54.506,24.245
48.507,-66.819,31.407
41.078,-57.209,50.787
54.781,-56.225,37.794
40.903,-69.499,47.167
29.885,-54.313,47.98
37.738,-73.433,47.652
28.991,-62.945,41.292
26.21,-60.586,36.63
46.634,-16.493,60.917
32.789,-35.578,51.331
39.197,-28.987,69.619
32.077,-31.627,69.967
30.197,-59.532,53.852
25.026,-64.864,38.79
27.597,-64.437,54.291
16.169,-67.627,54.425
23.752,-37.664,59.13
33.151,-48.515,57.156
30.002,-44.074,66.646
14.301,-53.998,67.521
14.112,-31.079,72.648
10.981,-50.869,71.889
4.6062,-35.566,77.41
4.7755,-25.578,64.373
22.992,38.362,39.404
27.65,18.132,51.722
22.436,26.001,47.495
16.869,30.762,59.125
32.614,-0.78859,51.426
39.006,-23.083,52.2
35.041,-22.366,52.203
16.438,21.692,60.767
25.985,12.095,48.974
23.076,5.8516,62.586
21.362,-8.8319,64.452
16.661,9.5678,67.139
20.968,-14.521,72.09
17.686,-2.3195,73.32
3.8869,-18.62,73.108
21.344,48.329,37.729
10.278,40.679,51.845
15.218,48.342,43.641
6.4507,50.314,34.072
4.4879,19.441,57.563
5.8194,-4.517,57.071
7.5418,0.797,52.733
12.289,5.2342,45.234
5.4511,35.401,33.824
7.7016,22.152,51.178
4.6521,18.471,49.073
6.8514,43.642,26.43
13.229,24.784,32.777
10.929,35.516,21.97
5.0076,31.157,25.151
7.0265,22.721,22.868
5.5479,12.844,39.232
6.1605,14.741,27.312
3.4776,-5.8115,32.987
8.9801,-10.017,48.424
7.3364,-22.719,59.212
10.716,-15.237,48.463
16.377,-33.809,42.597
4.5278,-14.317,31.992
7.3144,-2.4475,44.817
2.7105,-18.411,41.404
3.3284,-30.018,43.233
4.3912,-36.206,27.047
9.8179,-45.778,35.034
4.5401,-50.258,26.009
3.6791,-58.343,15.628
17.308,-59.754,23.536
5.7569,-59.812,35.153
3.2591,-67.039,31.04
16.695,-68.557,35.636
11.021,-44.885,54.078
5.4779,-38.383,63.919
5.1907,-46.815,58.37
16.448,-66.624,37.948
8.0691,-53.096,40.924
6.2789,-67.057,47.679
4.6897,-58.824,52.843
13.762,-72.709,44.447
7.8556,-62.722,62.088
12.011,-75.903,49.739
26.33,-76.485,44.967
22.307,-59.524,17.794
12.173,-71.196,24.925
17.995,-64.663,19.166
10.201,-68.908,13.694
7.4895,-84.209,39.125
26.25,-81.277,35.667
20.893,-86.617,29.691
18.687,-94.335,18.904
10.224,-88.09,6.0537
5.6456,-86.433,24.656
8.6698,-90.291,19.481
23.028,-97.222,13.991
8.5006,-91.803,-12.969
25.184,-101.05,-6.3358
12.881,-89.411,-11.483
26.27,-86.399,-12.03
29.584,-98.727,-4.4675
39.508,-82.966,-6.9689
42.844,-81.175,-5.524
27.471,-91.947,17.589
28.274,-78.194,24.15
33.646,-79.362,20.013
32.34,-80.301,27.356
39.761,-81.993,6.6585
29.8,-90.85,11.195
35.172,-79.42,7.5198
42.047,-74.463,24.967
45.984,-67.054,9.172
44.667,-65.98,22.218
46.267,-56.155,15.591
52.026,-50.54,14.259
60.451,-14.817,-23.054
63.165,-34.492,-22.013
63.502,-28.767,-20.988
60.514,-25.956,-7.5364
43.413,-61.187,-10.299
37.406,-83.152,-16.496
44.362,-81.592,-14.002
60.986,-28.33,-6.5781
59.863,-43.787,-19.676
60.606,-46.284,-10.061
54.687,-58.519,-4.6176
66.324,-38.818,-0.8777
45.712,-62.462,1.3876
62.369,-52.146,1.0095
49.386,-45.057,12.495
55.511,-10.889,-37.793
40.534,-12.533,-32.101
44.678,-18.106,-25.479
48.438,-37.592,-19.982
28.181,-26.291,-24.103
31.753,-29.958,-11.78
23.607,-27.083,-11.432
28.385,-48.079,-6.7805
29.362,-48.071,-17.507
25.788,-45.095,-16.302
27.501,-46.814,-11.99
38.056,-49.312,-20.292
31.377,-53.997,-7.119
31.435,-59.681,-15.687
25.715,-75.323,-9.92
31.059,-33.255,-4.4941
11.953,-39.886,0.17028
26.031,-37.145,-2.7113
21.273,-46.725,-10.694
21.255,-51.557,5.2547
14.346,-54.843,18.165
22.065,-57.445,8.2746
9.4291,-67.186,10.067
20.313,-51.983,-8.5645
